"CD_MUN","Sum(PRECIPITAÇÃO TOTAL, HORÁRIO (mm))","municipio","UF","População","DH_Mortos","DH_Feridos","DH_Enfermos","DH_Desabrigados","DH_Desalojados","DH_Desaparecidos","Registro","Protocolo","COBRADE","Status","DH_Outros Afetados","COBRADE_COD","Year"
4119806,1903.0000000000052,"PLANALTO","RS",10524,0,0,0,0,0,0,"2024-05-04","RS-F-4314704-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",10524,13214,2024
4313706,2236.000000000006,"PALMEIRA DAS MISSOES","RS",34335,0,0,0,0,0,0,"2024-05-04","RS-F-4313706-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",34335,13214,2024
4308508,1924.8000000000063,"FREDERICO WESTPHALEN","RS",28848,0,0,0,6,22,0,"2024-05-04","RS-F-4308508-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",32599,13214,2024
4317806,2320.0000000000064,"SANTO AUGUSTO","RS",13970,0,0,0,0,0,0,"2024-05-03","RS-F-4317806-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",13970,13214,2024
4201406,1865.6000000000126,"ARARANGUA","SC",61339,0,0,0,0,4,0,"2024-05-02","SC-F-4201406-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
4307005,2246.2000000000053,"ERECHIM","RS",96105,0,2,0,0,52,0,"2024-05-03","RS-F-4307005-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
1301704,1741.0000000000084,"HUMAITA","RS",4919,0,0,0,0,0,0,"2024-05-07","RS-F-4309704-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",4681,13214,2024
4306908,1278.8000000000038,"ENCRUZILHADA DO SUL","RS",24537,0,0,0,0,15,0,"2024-05-06","RS-F-4306908-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",7000,13214,2024
4317202,1430.4000000000171,"SANTA ROSA","RS",68595,0,0,0,0,0,0,"2024-05-06","RS-F-4317202-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",1300,13214,2024
4320404,2702.3999999999937,"SERAFINA CORREA","RS",14243,2,3,0,0,76,0,"2024-06-11","RS-F-4320404-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Não reconhecido",17993,13214,2024
4322509,2175.000000000009,"VACARIA","RS",61345,0,0,0,0,0,0,"2024-05-07","RS-F-4322509-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",64817,13214,2024
2920700,658.0000000000009,"MARAU","RS",36383,0,0,0,30,24,0,"2024-05-03","RS-F-4311809-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",9300,13214,2024
4306106,1888.0000000000057,"CRUZ ALTA","RS",62825,0,0,0,0,0,0,"2024-05-02","RS-F-4306106-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",58913,13214,2024
4304507,1796.2000000000119,"CANGUCU","RS",53268,0,0,0,0,0,0,"2024-05-06","RS-F-4304507-13214-20240502","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",21284,13214,2024
4315602,1871.6000000000088,"RIO GRANDE","RS",197253,0,0,0,0,0,0,"2024-05-09","RS-F-4315602-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
4316907,2204.200000000001,"SANTA MARIA","RS",261027,5,2,0,120,2000,0,"2024-05-02","RS-F-4316907-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",269000,13214,2024
3505302,1114.2000000000028,"BARRA BONITA","SC",1878,0,0,0,0,0,0,"2024-05-08","SC-F-4202099-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
4310009,2259.4000000000046,"IBIRUBA","RS",19312,0,0,0,0,100,0,"2024-05-08","RS-F-4310009-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
4310009,2259.4000000000046,"IBIRUBA","RS",19312,0,0,0,0,100,0,"2024-05-02","RS-F-4310009-12300-20240501","12300 - Alagamentos","Registro",0,12300,2024
4319802,1736.8000000000054,"SAO VICENTE DO SUL","RS",8440,0,0,0,60,90,0,"2024-05-06","RS-F-4319802-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",8290,13214,2024
4320404,2702.3999999999937,"SERAFINA CORREA","RS",14243,2,3,0,106,466,1,"2024-05-02","RS-F-4320404-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",16383,13214,2024
4302105,2358.199999999997,"BENTO GONCALVES","RS",107341,4,64,0,104,600,8,"2024-05-03","RS-F-4302105-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
4311304,1864.200000000009,"LAGOA VERMELHA","RS",27529,0,0,0,7,5,0,"2024-05-04","RS-F-4311304-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",27517,13214,2024
4320800,2256.400000000005,"SOLEDADE","RS",30065,0,0,0,15,25,0,"2024-05-03","RS-F-4320800-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",30025,13214,2024
2201903,961.2000000000006,"BOM JESUS","RS",11556,0,0,0,20,25,0,"2024-05-10","RS-F-4302303-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",3000,13214,2024
2103505,,"COLINAS","RS",2420,0,80,200,200,1150,0,"2024-05-03","RS-F-4305587-13214-20240501","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",1030,13214,2024
4304408,3310.1999999999784,"CANELA","RS",39238,2,7,5,235,402,0,"2024-05-07","RS-F-4304408-13214-20240430","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",45000,13214,2024
4304408,3310.1999999999784,"CANELA","RS",39238,2,7,5,235,402,0,"2024-05-03","RS-F-4304408-11321-20240430","11321 - Deslizamentos","Reconhecido",45000,11321,2024
1200203,1433.000000000004,"CRUZEIRO DO SUL","RS",12331,3,0,0,800,2987,0,"2024-05-01","RS-F-4306205-13214-20240430","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",12331,13214,2024
4318309,1981.2000000000057,"SAO GABRIEL","RS",60508,0,0,0,50,1850,0,"2024-04-30","RS-F-4318309-12100-20240430","12100 - Inundações","Reconhecido",10000,12100,2024
4315701,2121.800000000007,"RIO PARDO","RS",37602,0,0,0,414,3088,0,"2024-05-02","RS-F-4315701-12100-20240430","12100 - Inundações","Reconhecido",0,12100,2024
4302808,2325.200000000004,"CACAPAVA DO SUL","RS",33700,0,0,0,0,0,0,"2024-05-02","RS-F-4302808-13214-20240430","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
4321451,1981.8000000000088,"TEUTONIA","RS",27265,0,0,0,21,250,3,"2024-05-01","RS-F-4321451-13214-20240430","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
4317400,2217.4000000000033,"SANTIAGO","RS",49082,0,0,0,6,12,0,"2024-05-04","RS-F-4317400-13214-20240430","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",49280,13214,2024
4314902,4087.5999999999713,"PORTO ALEGRE","RS",1409939,0,50,50,83,10000,0,"2024-05-06","RS-F-4314902-13214-20240429","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
4300406,1734.8000000000065,"ALEGRETE","RS",77673,0,0,0,214,296,0,"2024-05-04","RS-F-4300406-13214-20240429","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",690,13214,2024
4315305,1764.4000000000087,"QUARAI","RS",23021,0,0,0,57,0,0,"2024-05-02","RS-F-4315305-13214-20240429","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",7000,13214,2024
4322202,2239,"TUPANCIRETA","RS",22286,0,0,0,1,46,0,"2024-05-04","RS-F-4322202-13214-20240429","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",19958,13214,2024
4303509,1701.400000000012,"CAMAQUA","RS",62759,0,0,0,0,0,0,"2024-05-06","RS-F-4303509-13214-20240429","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",1000,13214,2024
4311007,2077.800000000009,"JAGUARAO","RS",27942,0,0,0,0,0,0,"2024-05-06","RS-F-4311007-13214-20240429","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",27942,13214,2024
2201903,961.2000000000006,"BOM JESUS","RS",11556,0,0,0,0,0,0,"2024-05-07","RS-F-4302303-13215-20240427","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",11309,13215,2024
1508001,2011.0000000000093,"TOME-ACU","PA",56514,0,0,0,0,0,0,"2024-05-06","PA-F-1508001-13214-20240427","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",129,13214,2024
2103505,,"COLINAS","MA",39167,0,0,0,0,480,0,"2024-05-02","MA-F-2103505-13214-20240423","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",2880,13214,2024
2913606,2508.3999999999874,"ILHEUS","BA",184231,0,2,2,12,1324,0,"2024-04-24","BA-F-2913606-13214-20240420","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",17458,13214,2024
4300406,1734.8000000000065,"ALEGRETE","RS",77673,0,0,0,0,6,0,"2024-04-18","RS-F-4300406-12100-20240418","12100 - Inundações","Registro",0,12100,2024
2101707,1496.6000000000042,"BARREIRINHAS","MA",54991,0,1,0,200,100,0,"2024-04-20","MA-F-2101707-12300-20240418","12300 - Alagamentos","Não reconhecido",0,12300,2024
3109303,1513.0000000000052,"BURITIS","RO",32385,0,0,0,0,0,0,"2024-04-25","RO-F-1100452-12200-20240417","12200 - Enxurradas","Registro",0,12200,2024
1508407,1855.2000000000046,"XINGUARA","PA",40573,0,0,0,5,304,0,"2024-04-17","PA-F-1508407-13214-20240417","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
5002159,964.600000000003,"BODOQUENA","MS",7986,0,0,0,0,0,0,"2024-04-16","MS-F-5002159-12200-20240416","12200 - Enxurradas","Registro",0,12200,2024
4319802,1736.8000000000054,"SAO VICENTE DO SUL","RS",8440,0,0,0,0,0,0,"2024-04-25","RS-F-4319802-13214-20240416","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",10,13214,2024
5002159,964.600000000003,"BODOQUENA","MS",7986,0,0,0,0,0,0,"2024-04-16","MS-F-5002159-12200-20240414","12200 - Enxurradas","Registro",7800,12200,2024
4116208,2343.8000000000084,"MORRETES","PR",15718,0,0,0,9,247,0,"2024-04-19","PR-F-4116208-12300-20240414","12300 - Alagamentos","Reconhecido",881,12300,2024
1505650,138.79999999999995,"PLACAS","PA",23930,0,0,0,0,848,0,"2024-04-15","PA-F-1505650-13214-20240414","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",4896,13214,2024
2102325,1573.4000000000044,"BURITICUPU","MA",65226,0,0,0,0,0,0,"2024-04-22","MA-F-2102325-13214-20240414","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1502939,1077.4000000000008,"DOM ELISEU","PA",51318,0,0,0,0,512,0,"2024-04-14","PA-F-1502939-13214-20240414","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",3460,13214,2024
2104800,1667.2000000000023,"GRAJAU","MA",61903,0,5,3,65,285,0,"2024-04-18","MA-F-2104800-13214-20240413","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",1220,13214,2024
5008305,961.2000000000064,"TRES LAGOAS","MS",101722,0,0,0,0,12,0,"2024-05-02","MS-F-5008305-12300-20240413","12300 - Alagamentos","Registro",70,12300,2024
1506807,,"SANTAREM","PA",294774,0,0,0,0,8,0,"2024-04-16","PA-F-1506807-12300-20240413","12300 - Alagamentos","Registro",42,12300,2024
1505106,2119.2000000000075,"ÓBIDOS","PA",49254,0,0,0,0,0,0,"2024-04-11","PA-F-1505106-13214-20240411","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1200401,1849.0000000000034,"RIO BRANCO","AC",335796,0,0,0,0,0,0,"2024-04-17","AC-F-1200401-11420-20240409","11420 - Erosão de Margem Fluvial","Reconhecido",135000,11420,2024
2918100,697.800000000002,"JEREMOABO","BA",37661,0,0,0,0,1200,0,"2024-04-06","BA-F-2918100-13214-20240406","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",3800,13214,2024
1504802,1377.6000000000022,"MONTE ALEGRE","PA",55459,0,0,0,240,1748,0,"2024-04-09","PA-F-1504802-13214-20240406","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",5197,13214,2024
1500602,2104.800000000006,"ALTAMIRA","PA",105030,0,0,0,3,98,0,"2024-04-08","PA-F-1500602-12300-20240404","12300 - Alagamentos","Registro",105,12300,2024
1500602,2104.800000000006,"ALTAMIRA","PA",105030,0,0,0,24,40,0,"2024-04-15","PA-F-1500602-13214-20240404","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",81,13214,2024
2411205,23.4,"SANTA CRUZ","RN",35759,0,0,0,0,0,0,"2024-04-04","RN-F-2411205-13214-20240404","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2611101,64.40000000000002,"PETROLINA","PE",294081,0,0,0,53,169,0,"2024-04-04","PE-F-2611101-13214-20240404","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",4300,13214,2024
2917508,0,"JACOBINA","BA",79285,0,0,0,0,0,0,"2024-04-05","BA-F-2917508-13214-20240404","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2102325,1573.4000000000044,"BURITICUPU","MA",65226,0,0,0,0,0,0,"2024-04-08","MA-F-2102325-13214-20240403","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Não reconhecido",10600,13214,2024
2101608,1.6,"BARRA DO CORDA","MA",82692,0,25,60,250,800,0,"2024-04-11","MA-F-2101608-13214-20240402","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Não reconhecido",0,13214,2024
4322509,2175.000000000009,"VACARIA","RS",61345,0,0,0,0,10,0,"2024-05-14","RS-F-4322509-13214-20240402","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2404705,695.8000000000018,"IPANGUACU","RN",13855,0,0,0,0,40,0,"2024-04-02","RN-F-2404705-13214-20240401","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2404705,695.8000000000018,"IPANGUACU","RN",13855,0,0,0,152,328,0,"2024-04-22","RN-F-2404705-12100-20240401","12100 - Inundações","Não reconhecido",2636,12100,2024
3161700,1355.4000000000049,"SAO GONCALO DO ABAETE","MG",6252,0,0,0,0,0,0,"2024-04-03","MG-F-3161700-13214-20240401","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",84,13214,2024
2401008,52.80000000000003,"APODI","RN",34777,0,0,0,0,3,0,"2024-04-01","RN-F-2401008-13214-20240331","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",2000,13214,2024
1100023,1370.4000000000037,"ARIQUEMES","RO",90354,0,0,0,0,11,0,"2024-04-05","RO-F-1100023-12100-20240330","12100 - Inundações","Registro",10,12100,2024
1506187,283.99999999999994,"RONDON DO PARA","PA",46974,0,0,0,0,0,0,"2024-04-01","PA-F-1506187-13214-20240329","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",7854,13214,2024
4306106,1888.0000000000057,"CRUZ ALTA","RS",62825,0,0,0,0,0,0,"2024-04-04","RS-F-4306106-13215-20240329","13215 - Tempestade Local/Convectiva - Vendaval","Registro",6,13215,2024
1302504,1048.4000000000026,"MANACAPURU","AM",85144,1,0,0,10,11,0,"2024-03-28","AM-F-1302504-13215-20240327","13215 - Tempestade Local/Convectiva - Vendaval","Registro",3196,13215,2024
3139409,,"MANHUACU","MG",79635,0,0,0,0,0,0,"2024-04-02","MG-F-3139409-13214-20240326","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1100049,1476.6000000000083,"CACOAL","RO",78601,0,0,0,20,290,0,"2024-04-01","RO-F-1100049-12100-20240325","12100 - Inundações","Registro",0,12100,2024
3301702,1595.4000000000115,"DUQUE DE CAXIAS","RJ",855046,0,0,0,145,179,0,"2024-03-25","RJ-F-3301702-13214-20240323","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3200201,1279.6000000000056,"ALEGRE","ES",30784,0,2,0,14,2324,0,"2024-03-28","ES-F-3200201-13214-20240323","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
1506138,1936.8000000000047,"REDENCAO","CE",26423,0,0,0,5,0,24,"2024-03-28","CE-F-2311603-12200-20240323","12200 - Enxurradas","Registro",0,12200,2024
1508100,422.1999999999975,"TUCURUI","PA",97109,0,0,0,20,150,0,"2024-03-23","PA-F-1508100-13214-20240323","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3305802,2365.6000000000063,"TERESOPOLIS","RJ",163805,2,2,4,36,600,0,"2024-03-23","RJ-F-3305802-13214-20240323","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",79620,13214,2024
3301009,1853.2000000000128,"CAMPOS DOS GOYTACAZES","RJ",463545,0,0,0,227,588,0,"2024-03-24","RJ-F-3301009-13214-20240323","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",150000,13214,2024
3303401,1059.6000000000022,"NOVA FRIBURGO","RJ",182016,0,0,0,12,5,0,"2024-03-23","RJ-F-3303401-13214-20240322","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Não reconhecido",1000,13214,2024
3200201,1279.6000000000056,"ALEGRE","ES",30784,0,2,0,14,2324,0,"2024-03-23","ES-F-3200201-13214-20240322","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Não reconhecido",0,13214,2024
3139409,,"MANHUACU","MG",79635,0,0,0,0,0,0,"2024-04-01","MG-F-3139409-13214-20240322","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
5218300,652.8000000000001,"POSSE","GO",31417,0,0,0,0,0,0,"2024-04-02","GO-F-5218300-13214-20240322","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",1300,13214,2024
3200300,1626.000000000007,"ALFREDO CHAVES","ES",13960,0,0,0,0,150,0,"2024-03-28","ES-F-3200300-13214-20240322","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",500,13214,2024
3300258,803.8000000000035,"ARRAIAL DO CABO","RJ",27770,1,2,0,0,0,0,"2024-03-26","RJ-F-3300258-13212-20240322","13212 - Tempestade Local/Convectiva - Tempestade de Raios","Registro",0,13212,2024
4311007,2077.800000000009,"JAGUARAO","RS",27942,0,0,0,0,0,0,"2024-03-30","RS-F-4311007-13214-20240321","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",64,13214,2024
4315602,1871.6000000000088,"RIO GRANDE","RS",197253,0,0,0,0,10,0,"2024-03-28","RS-F-4315602-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",197243,13215,2024
5004700,1051.600000000001,"IVINHEMA","MS",22355,0,0,0,0,6,0,"2024-03-27","MS-F-5004700-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
5005152,1366.0000000000032,"JUTI","MS",5900,0,0,0,0,0,0,"2024-03-22","MS-F-5005152-13214-20240321","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
4209409,1248.8000000000059,"LAGUNA","SC",51554,0,0,0,0,0,0,"2024-03-21","SC-F-4209409-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4311304,1864.200000000009,"LAGOA VERMELHA","RS",27529,0,0,0,0,0,0,"2024-03-22","RS-F-4311304-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",27529,13215,2024
4204202,2097.8000000000043,"CHAPECO","SC",183561,0,0,0,0,0,0,"2024-03-21","SC-F-4204202-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4320800,2256.400000000005,"SOLEDADE","RS",30065,0,0,0,0,0,0,"2024-03-22","RS-F-4320800-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Registro",4800,13215,2024
4306106,1888.0000000000057,"CRUZ ALTA","RS",62825,0,0,0,0,0,0,"2024-03-21","RS-F-4306106-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Registro",112,13215,2024
4315701,2121.800000000007,"RIO PARDO","RS",37602,0,0,0,0,0,0,"2024-03-25","RS-F-4315701-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4316907,2204.200000000001,"SANTA MARIA","RS",261027,0,2,0,0,0,0,"2024-03-21","RS-F-4316907-13214-20240321","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",271728,13214,2024
4319802,1736.8000000000054,"SAO VICENTE DO SUL","RS",8440,0,0,0,0,0,0,"2024-03-28","RS-F-4319802-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4304507,1796.2000000000119,"CANGUCU","RS",53268,0,0,0,0,0,0,"2024-03-21","RS-F-4304507-13215-20240321","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",49680,13215,2024
4304663,1911.8000000000081,"CAPAO DO LEAO","RS",24294,0,0,0,0,0,0,"2024-03-28","RS-F-4304663-13215-20240320","13215 - Tempestade Local/Convectiva - Vendaval","Registro",24000,13215,2024
4317301,1443.6000000000092,"SANTA VITORIA DO PALMAR","RS",31002,0,0,0,0,0,0,"2024-03-27","RS-F-4317301-13214-20240320","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",31002,13214,2024
4308508,1924.8000000000063,"FREDERICO WESTPHALEN","RS",28848,0,0,0,7,76,0,"2024-03-19","RS-F-4308508-13214-20240318","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",87,13214,2024
3105608,1850.4000000000096,"BARBACENA","MG",126325,0,0,0,0,40,0,"2024-03-20","MG-F-3105608-13214-20240318","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",10000,13214,2024
1505106,2119.2000000000075,"ÓBIDOS","PA",49254,0,0,0,0,0,0,"2024-03-18","PA-F-1505106-12200-20240318","12200 - Enxurradas","Registro",0,12200,2024
1506138,1936.8000000000047,"REDENCAO","CE",26423,0,0,0,0,0,0,"2024-03-21","CE-F-2311603-13214-20240317","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
4322400,1588.0000000000057,"URUGUAIANA","RS",125507,0,0,0,0,0,0,"2024-03-16","RS-F-4322400-13214-20240316","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",3360,13214,2024
4219002,2081.80000000001,"URUSSANGA","SC",20222,0,0,0,0,0,0,"2024-03-18","SC-F-4219002-13214-20240316","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",200,13214,2024
4307005,2246.2000000000053,"ERECHIM","RS",96105,0,0,0,0,0,0,"2024-03-16","RS-F-4307005-13214-20240316","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",300,13214,2024
4307005,2246.2000000000053,"ERECHIM","RS",96105,0,0,0,0,0,0,"2024-03-16","RS-F-4307005-13215-20240316","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-03-19","MG-F-3136702-13214-20240316","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2101202,1091.2000000000007,"BACABAL","MA",99960,0,0,0,389,334,0,"2024-04-03","MA-F-2101202-13214-20240315","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",459,13214,2024
5005152,1366.0000000000032,"JUTI","MS",5900,0,0,0,0,0,0,"2024-03-22","MS-F-5005152-13214-20240315","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1501709,2464.7999999999997,"BRAGANCA","PA",113165,0,0,0,0,8,0,"2024-03-19","PA-F-1501709-13215-20240315","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
2610004,192.6000000000001,"PALMARES","PE",59524,0,0,0,0,0,0,"2024-03-14","PE-F-2610004-13215-20240313","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-03-15","MG-F-3136702-13214-20240309","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3205309,1066.4000000000033,"VITORIA","ES",325453,0,0,0,0,4,0,"2024-04-02","ES-F-3205309-11321-20240308","11321 - Deslizamentos","Registro",0,11321,2024
1300706,2334.000000000005,"BOCA DO ACRE","AM",29880,0,49,299,34,48,0,"2024-03-07","AM-F-1300706-12100-20240307","12100 - Inundações","Reconhecido",12851,12100,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-03-07","MG-F-3136702-13214-20240306","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3105608,1850.4000000000096,"BARBACENA","MG",126325,0,0,0,6,0,0,"2024-03-11","MG-F-3105608-11321-20240306","11321 - Deslizamentos","Registro",620,11321,2024
1505106,2119.2000000000075,"ÓBIDOS","PA",49254,0,0,0,0,0,0,"2024-03-12","PA-F-1505106-12200-20240306","12200 - Enxurradas","Registro",40,12200,2024
5107925,2451.799999999999,"SORRISO","MT",66506,0,0,0,0,0,0,"2024-03-13","MT-F-5107925-12200-20240305","12200 - Enxurradas","Registro",0,12200,2024
1508407,1855.2000000000046,"XINGUARA","PA",40573,0,0,0,0,310,0,"2024-03-05","PA-F-1508407-13214-20240303","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
