"CD_MUN","Sum(PRECIPITAÇÃO TOTAL, HORÁRIO (mm))","municipio","UF","População","DH_Mortos","DH_Feridos","DH_Enfermos","DH_Desabrigados","DH_Desalojados","DH_Desaparecidos","Registro","Protocolo","COBRADE","Status","DH_Outros Afetados","COBRADE_COD","Year"
1200344,,"MANOEL URBANO","AC",7989,0,0,0,1030,250,0,"2024-03-03","AC-F-1200344-12100-20240303","12100 - Inundações","Reconhecido",1800,12100,2024
3157005,1481.8000000000059,"SALINAS","MG",39182,0,0,0,0,25,0,"2024-03-04","MG-F-3157005-13214-20240303","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",12000,13214,2024
5212501,727.2,"LUZIANIA","GO",174546,0,0,0,0,0,0,"2024-03-11","GO-F-5212501-13214-20240302","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-14","ES-F-3203205-13215-20240302","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3122306,1411.6000000000067,"DIVINOPOLIS","MG",213076,0,0,0,0,0,0,"2024-03-04","MG-F-3122306-13215-20240301","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-03-07","MG-F-3136702-13215-20240301","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4311304,1864.200000000009,"LAGOA VERMELHA","RS",27529,0,0,0,0,0,0,"2024-05-14","RS-F-4311304-13214-20240301","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1506807,,"SANTAREM","PA",294774,0,0,0,0,10,0,"2024-03-05","PA-F-1506807-12300-20240301","12300 - Alagamentos","Registro",90,12300,2024
1505502,1968.6000000000063,"PARAGOMINAS","PA",97788,0,0,0,96,250,0,"2024-03-04","PA-F-1505502-13214-20240301","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",7759,13214,2024
2404705,695.8000000000018,"IPANGUACU","RN",13855,0,0,0,0,0,0,"2024-03-04","RN-F-2404705-13214-20240229","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",2784,13214,2024
2404705,695.8000000000018,"IPANGUACU","RN",13855,0,0,0,0,0,0,"2024-03-02","RN-F-2404705-12200-20240229","12200 - Enxurradas","Registro",0,12200,2024
4205001,2594.0000000000023,"DIONISIO CERQUEIRA","SC",14801,0,0,0,0,0,0,"2024-02-29","SC-F-4205001-13214-20240228","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",24,13214,2024
1501808,,"BREVES","PA",92865,0,0,0,0,0,0,"2024-02-29","PA-F-1501808-12200-20240228","12200 - Enxurradas","Registro",0,12200,2024
2312908,818.2000000000016,"SOBRAL","CE",188271,1,0,0,0,113,0,"2024-03-05","CE-F-2312908-12100-20240228","12100 - Inundações","Registro",0,12100,2024
1505486,685.8000000000003,"PACAJA","PA",40052,0,0,0,0,308,0,"2024-03-01","PA-F-1505486-13214-20240228","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",2876,13214,2024
5107925,2451.799999999999,"SORRISO","MT",66506,0,0,0,0,0,0,"2024-03-06","MT-F-5107925-13215-20240226","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4303509,1701.400000000012,"CAMAQUA","RS",62759,0,0,0,0,0,0,"2024-03-04","RS-F-4303509-12300-20240226","12300 - Alagamentos","Registro",109,12300,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-03-01","MG-F-3136702-13214-20240226","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1200344,,"MANOEL URBANO","AC",7989,0,0,0,0,0,0,"2024-02-26","AC-F-1200344-12100-20240226","12100 - Inundações","Registro",0,12100,2024
1200203,1433.000000000004,"CRUZEIRO DO SUL","AC",78444,0,0,0,0,0,0,"2024-02-25","AC-F-1200203-12100-20240225","12100 - Inundações","Reconhecido",500,12100,2024
1200393,,"PORTO WALTER","AC",9172,0,0,0,132,1100,0,"2024-02-25","AC-F-1200393-12100-20240225","12100 - Inundações","Reconhecido",4636,12100,2024
1200252,1496.2000000000062,"EPITACIOLANDIA","AC",15126,0,0,75,1750,2000,0,"2024-02-25","AC-F-1200252-12100-20240225","12100 - Inundações","Registro",0,12100,2024
1200401,1849.0000000000034,"RIO BRANCO","AC",335796,0,0,0,1500,1600,0,"2024-02-25","AC-F-1200401-12100-20240225","12100 - Inundações","Reconhecido",60000,12100,2024
1200302,2226.000000000003,"FEIJO","AC",32311,0,0,0,0,0,0,"2024-02-25","AC-F-1200302-12100-20240225","12100 - Inundações","Reconhecido",1700,12100,2024
1200351,,"MARECHAL THAUMATURGO","AC",14200,0,0,0,192,2110,0,"2024-02-25","AC-F-1200351-12100-20240225","12100 - Inundações","Reconhecido",5890,12100,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-06","ES-F-3203205-12100-20240224","12100 - Inundações","Registro",0,12100,2024
4304507,1796.2000000000119,"CANGUCU","RS",53268,0,0,0,0,0,0,"2024-03-01","RS-F-4304507-12200-20240223","12200 - Enxurradas","Registro",0,12200,2024
1200252,1496.2000000000062,"EPITACIOLANDIA","AC",15126,0,0,75,1750,2000,0,"2024-02-25","AC-F-1200252-12100-20240223","12100 - Inundações","Reconhecido",0,12100,2024
3170404,1373.6000000000026,"UNAI","MG",77590,0,0,0,0,2,0,"2024-04-18","MG-F-3170404-12200-20240222","12200 - Enxurradas","Registro",0,12200,2024
1200401,1849.0000000000034,"RIO BRANCO","AC",335796,0,0,0,1500,1600,0,"2024-04-23","AC-F-1200401-12200-20240222","12200 - Enxurradas","Reconhecido",60000,12200,2024
3204500,1391.0000000000095,"SANTA LEOPOLDINA","ES",12255,0,0,0,0,0,0,"2024-02-23","ES-F-3204500-13214-20240222","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",5000,13214,2024
2917508,0,"JACOBINA","BA",79285,0,0,0,15,4,0,"2024-02-23","BA-F-2917508-13214-20240222","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",120,13214,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-07","ES-F-3203205-13214-20240222","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2919306,1065.2000000000091,"LENCOIS","BA",10368,0,0,0,0,0,0,"2024-02-27","BA-F-2919306-13214-20240221","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",56,13214,2024
2208007,,"PICOS","PI",73417,0,0,0,0,0,0,"2024-02-24","PI-F-2208007-11321-20240221","11321 - Deslizamentos","Registro",0,11321,2024
4209300,1982.2000000000103,"LAGES","SC",156737,0,0,0,0,16,0,"2024-04-11","SC-F-4209300-13214-20240221","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",96,13214,2024
2611101,64.40000000000002,"PETROLINA","PE",294081,0,0,0,35,308,0,"2024-02-21","PE-F-2611101-13214-20240221","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
5212501,727.2,"LUZIANIA","GO",174546,0,0,0,0,0,0,"2024-02-21","GO-F-5212501-13214-20240219","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-02-20","MG-F-3136702-13214-20240219","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3200300,1626.000000000007,"ALFREDO CHAVES","ES",13960,0,0,0,0,0,0,"2024-02-21","ES-F-3200300-13215-20240219","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-02-19","MG-F-3136702-13214-20240218","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
5107925,2451.799999999999,"SORRISO","MT",66506,0,2,0,0,16,0,"2024-02-29","MT-F-5107925-12300-20240218","12300 - Alagamentos","Registro",0,12300,2024
3205309,1066.4000000000033,"VITORIA","ES",325453,0,0,0,0,5,0,"2024-03-15","ES-F-3205309-13214-20240218","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",16,13214,2024
1600303,2089.200000000005,"MACAPA","AP",397913,0,0,0,0,0,0,"2024-02-17","AP-F-1600303-13214-20240217","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-02-19","MG-F-3136702-13214-20240215","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-02-19","MG-F-3136702-13214-20240214","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,4,0,"2024-02-19","MG-F-3136702-13214-20240213","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1600303,2089.200000000005,"MACAPA","AP",397913,0,0,0,474,1167,0,"2024-02-13","AP-F-1600303-13214-20240213","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
3145059,946.2000000000023,"NOVA PORTEIRINHA","MG",7398,0,0,0,3,3,0,"2024-03-06","MG-F-3145059-13214-20240212","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",100,13214,2024
1600303,2089.200000000005,"MACAPA","AP",397913,0,0,0,0,13,0,"2024-02-13","AP-F-1600303-11420-20240210","11420 - Erosão de Margem Fluvial","Reconhecido",1100,11420,2024
5003207,2105.4000000000033,"CORUMBA","MS",103772,0,0,0,0,20,0,"2024-02-11","MS-F-5003207-13214-20240210","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3109303,1513.0000000000052,"BURITIS","MG",22729,0,0,0,0,0,0,"2024-02-16","MG-F-3109303-13214-20240210","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
5002159,964.600000000003,"BODOQUENA","MS",7986,0,0,0,0,0,0,"2024-02-09","MS-F-5002159-12300-20240209","12300 - Alagamentos","Registro",0,12300,2024
3168606,1187.6000000000056,"TEOFILO OTONI","MG",134733,0,0,0,7,171,0,"2024-02-09","MG-F-3168606-13214-20240208","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",7500,13214,2024
5002159,964.600000000003,"BODOQUENA","MS",7986,0,0,0,0,0,0,"2024-02-08","MS-F-5002159-12200-20240207","12200 - Enxurradas","Registro",7894,12200,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-14","ES-F-3203205-13215-20240207","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
1508084,384.59999999999957,"TUCUMA","PA",33651,0,0,0,0,5,0,"2024-05-15","PA-F-1508084-12300-20240205","12300 - Alagamentos","Registro",0,12300,2024
1505106,2119.2000000000075,"ÓBIDOS","PA",49254,0,0,0,0,0,0,"2024-02-02","PA-F-1505106-12200-20240202","12200 - Enxurradas","Registro",0,12200,2024
2908606,1255.4000000000033,"CONDE","BA",23594,0,0,0,96,104,0,"2024-02-07","BA-F-2908606-12100-20240202","12100 - Inundações","Não reconhecido",337,12100,2024
3200201,1279.6000000000056,"ALEGRE","ES",30784,0,0,0,0,0,0,"2024-02-02","ES-F-3200201-13215-20240201","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
1507904,1915.8000000000054,"SOURE","PA",22995,0,0,0,0,0,0,"2024-05-24","PA-F-1507904-13214-20240201","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",5455,13214,2024
2902708,350.7999999999997,"BARRA","BA",49342,0,0,0,32,120,0,"2024-02-01","BA-F-2902708-13214-20240201","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Não reconhecido",50940,13214,2024
2103505,,"COLINAS","MA",39167,0,0,0,0,0,0,"2024-04-30","MA-F-2103505-12300-20240201","12300 - Alagamentos","Registro",0,12300,2024
3139409,,"MANHUACU","MG",79635,0,0,0,10,203,0,"2024-02-06","MG-F-3139409-13214-20240130","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",6000,13214,2024
4208450,2311.3999999999987,"ITAPOA","SC",14775,0,0,0,0,0,0,"2024-03-01","SC-F-4208450-13214-20240129","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
1508407,1855.2000000000046,"XINGUARA","PA",40573,0,0,0,0,20,0,"2024-01-30","PA-F-1508407-13214-20240129","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",50000,13214,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-07","ES-F-3203205-13214-20240129","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-02-19","MG-F-3136702-13214-20240128","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3305604,972.0000000000028,"SILVA JARDIM","RJ",21360,0,0,0,0,0,0,"2024-01-29","RJ-F-3305604-13214-20240128","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3204500,1391.0000000000095,"SANTA LEOPOLDINA","ES",12255,0,0,0,0,0,0,"2024-02-15","ES-F-3204500-13214-20240128","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",1120,13214,2024
3157005,1481.8000000000059,"SALINAS","MG",39182,0,0,0,0,70,0,"2024-01-30","MG-F-3157005-13214-20240127","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",15000,13214,2024
2611101,64.40000000000002,"PETROLINA","PE",294081,0,0,0,6,70,0,"2024-01-27","PE-F-2611101-13214-20240127","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3205200,1274.8000000000038,"VILA VELHA","ES",414420,0,0,0,0,5,0,"2024-03-08","ES-F-3205200-13214-20240126","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",1500,13214,2024
5100201,1851.0000000000048,"ÁGUA BOA","MG",15193,0,0,0,0,10,0,"2024-01-31","MG-F-3100609-13214-20240126","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-06","ES-F-3203205-12100-20240126","12100 - Inundações","Registro",0,12100,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-07","ES-F-3203205-13214-20240126","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3200102,1370.600000000006,"AFONSO CLAUDIO","ES",31086,0,0,0,0,0,0,"2024-02-02","ES-F-3200102-13214-20240125","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2913606,2508.3999999999874,"ILHEUS","BA",184231,0,0,0,1,42,0,"2024-01-23","BA-F-2913606-13214-20240123","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3168606,1187.6000000000056,"TEOFILO OTONI","MG",134733,0,0,0,7,66,0,"2024-01-23","MG-F-3168606-13214-20240122","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",20000,13214,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-14","ES-F-3203205-13215-20240122","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,2,0,"2024-02-18","ES-F-3203205-13215-20240121","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3205069,1489.4000000000085,"VENDA NOVA DO IMIGRANTE","ES",20468,0,0,0,0,0,0,"2024-03-21","ES-F-3205069-13215-20240121","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3204906,1371.2000000000069,"SAO MATEUS","ES",109067,0,0,0,0,5,0,"2024-01-22","ES-F-3204906-13215-20240121","13215 - Tempestade Local/Convectiva - Vendaval","Registro",50,13215,2024
4208450,2311.3999999999987,"ITAPOA","SC",14775,0,0,0,51,400,0,"2024-01-21","SC-F-4208450-13214-20240120","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
3127701,967.2000000000027,"GOVERNADOR VALADARES","MG",263594,0,0,0,0,1430,0,"2024-01-23","MG-F-3127701-13214-20240120","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",240000,13214,2024
3126109,975.4000000000016,"FORMIGA","MG",65064,0,0,0,1,12,0,"2024-01-29","MG-F-3126109-13214-20240119","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
4304408,3310.1999999999784,"CANELA","RS",39238,0,0,0,11,0,0,"2024-01-23","RS-F-4304408-13215-20240116","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",39227,13215,2024
1200203,1433.000000000004,"CRUZEIRO DO SUL","RS",12331,0,0,0,0,12,0,"2024-01-18","RS-F-4306205-13215-20240116","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",12319,13215,2024
4314902,4087.5999999999713,"PORTO ALEGRE","RS",1409939,0,0,0,0,10000,0,"2024-01-19","RS-F-4314902-13214-20240116","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",1399000,13214,2024
2103505,,"COLINAS","RS",2420,0,0,0,0,0,0,"2024-01-18","RS-F-4305587-13215-20240116","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",2420,13215,2024
4321451,1981.8000000000088,"TEUTONIA","RS",27265,0,0,0,0,3,0,"2024-01-17","RS-F-4321451-13215-20240116","13215 - Tempestade Local/Convectiva - Vendaval","Não reconhecido",84,13215,2024
4316907,2204.200000000001,"SANTA MARIA","RS",261027,0,1,0,0,6,0,"2024-01-17","RS-F-4316907-13214-20240116","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",271728,13214,2024
4319802,1736.8000000000054,"SAO VICENTE DO SUL","RS",8440,0,0,0,0,0,0,"2024-01-18","RS-F-4319802-13215-20240116","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",8440,13215,2024
4322509,2175.000000000009,"VACARIA","RS",61345,0,0,0,0,0,0,"2024-01-19","RS-F-4322509-13215-20240116","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
1501402,3184.199999999991,"BELEM","PA",1392031,0,0,0,0,0,0,"2024-01-31","PA-F-1501402-13215-20240115","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3304607,1106.0000000000048,"SANTA MARIA MADALENA","RJ",10321,0,0,0,0,0,0,"2024-01-17","RJ-F-3304607-13214-20240115","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
5000609,940.6000000000013,"AMAMBAI","MS",34739,0,0,0,5,0,0,"2024-01-15","MS-F-5000609-12300-20240115","12300 - Alagamentos","Registro",0,12300,2024
3167202,1448.0000000000057,"SETE LAGOAS","MG",214071,0,0,0,0,1,0,"2024-01-16","MG-F-3167202-13214-20240115","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
5208707,1739.4000000000046,"GOIANIA","GO",1301892,0,0,0,0,15,0,"2024-01-22","GO-F-5208707-11321-20240115","11321 - Deslizamentos","Registro",0,11321,2024
3550902,1865.8000000000172,"SAO SIMAO","GO",17086,0,0,0,0,8,0,"2024-01-16","GO-F-5220405-12300-20240114","12300 - Alagamentos","Não reconhecido",150,12300,2024
5220405,1865.8000000000172,"SAO SIMAO","GO",17086,0,0,0,0,8,0,"2024-01-16","GO-F-5220405-12300-20240114","12300 - Alagamentos","Não reconhecido",150,12300,2024
4302105,2358.199999999997,"BENTO GONCALVES","RS",107341,0,0,0,0,0,0,"2024-01-23","RS-F-4302105-13215-20240114","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
5213806,1740.4000000000042,"MORRINHOS","GO",41457,0,0,0,0,0,0,"2024-01-14","GO-F-5213806-12300-20240114","12300 - Alagamentos","Registro",0,12300,2024
3304557,4198.599999999967,"RIO DE JANEIRO","RJ",6323037,3,7,2,165,2904,1,"2024-01-14","RJ-F-3304557-13214-20240114","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",252974,13214,2024
2102325,1573.4000000000044,"BURITICUPU","MA",65226,0,0,0,0,0,0,"2024-04-17","MA-F-2102325-13214-20240114","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",5000,13214,2024
2102325,1573.4000000000044,"BURITICUPU","MA",65226,0,0,0,0,0,0,"2024-01-19","MA-F-2102325-13214-20240113","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",400,13214,2024
3301702,1595.4000000000115,"DUQUE DE CAXIAS","RJ",855046,3,0,0,413,1202,0,"2024-01-14","RJ-F-3301702-13214-20240113","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",154649,13214,2024
3136702,1600.6000000000085,"JUIZ DE FORA","MG",517872,0,0,0,0,0,0,"2024-01-17","MG-F-3136702-13214-20240113","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",11024,13214,2024
2932903,1235.000000000005,"VALENCA","BA",88729,0,0,0,10,0,0,"2024-02-14","BA-F-2932903-13214-20240112","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3306107,1235.000000000005,"VALENCA","BA",88729,0,0,0,10,0,0,"2024-02-14","BA-F-2932903-13214-20240112","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2312908,818.2000000000016,"SOBRAL","CE",188271,0,0,0,0,0,0,"2024-01-13","CE-F-2312908-12300-20240112","12300 - Alagamentos","Registro",50,12300,2024
4322509,2175.000000000009,"VACARIA","RS",61345,0,0,0,0,0,0,"2024-01-19","RS-F-4322509-13215-20240109","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
5005152,1366.0000000000032,"JUTI","MS",5900,0,0,0,0,0,0,"2024-01-10","MS-F-5005152-13215-20240109","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4208450,2311.3999999999987,"ITAPOA","SC",14775,0,0,0,0,0,0,"2024-01-10","SC-F-4208450-13215-20240108","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
4219002,2081.80000000001,"URUSSANGA","SC",20222,0,0,0,0,0,0,"2024-01-11","SC-F-4219002-13215-20240107","13215 - Tempestade Local/Convectiva - Vendaval","Registro",30,13215,2024
5212501,727.2,"LUZIANIA","GO",174546,0,2,0,0,0,0,"2024-01-07","GO-F-5212501-13214-20240106","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",32000,13214,2024
1502400,2641.5999999999985,"CASTANHAL","PA",173096,0,0,0,0,0,0,"2024-01-08","PA-F-1502400-12300-20240106","12300 - Alagamentos","Registro",0,12300,2024
3204906,1371.2000000000069,"SAO MATEUS","ES",109067,0,0,0,0,0,0,"2024-01-08","ES-F-3204906-12300-20240105","12300 - Alagamentos","Registro",0,12300,2024
5213806,1740.4000000000042,"MORRINHOS","GO",41457,0,0,0,0,0,0,"2024-01-09","GO-F-5213806-24200-20240103","24200 - Rompimento/colapso de barragens","Registro",0,24200,2024
5300108,7883.599999999877,"BRASILIA","DF",2562963,0,0,0,60,20,0,"2024-01-16","DF-F-5300108-13214-20240102","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",0,13214,2024
5003207,2105.4000000000033,"CORUMBA","MS",103772,0,1,0,0,0,0,"2024-01-04","MS-F-5003207-13214-20240102","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",300,13214,2024
2919553,745.4000000000004,"LUIS EDUARDO MAGALHAES","BA",60179,0,0,20,50,23,0,"2024-03-05","BA-F-2919553-13214-20240101","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Não reconhecido",160,13214,2024
3121605,1553.6000000000074,"DIAMANTINA","MG",45884,0,0,0,0,4,0,"2024-01-10","MG-F-3121605-13214-20240101","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Reconhecido",47698,13214,2024
5008305,961.2000000000064,"TRES LAGOAS","MS",101722,0,0,0,0,0,0,"2024-01-15","MS-F-5008305-12300-20231231","12300 - Alagamentos","Registro",0,12300,2024
4317202,1430.4000000000171,"SANTA ROSA","RS",68595,0,0,0,0,0,0,"2024-01-04","RS-F-4317202-13215-20231229","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",1200,13215,2024
1301704,1741.0000000000084,"HUMAITA","RS",4919,0,0,0,0,4,0,"2024-01-05","RS-F-4309704-13215-20231229","13215 - Tempestade Local/Convectiva - Vendaval","Reconhecido",248,13215,2024
5008305,961.2000000000064,"TRES LAGOAS","MS",101722,0,0,0,0,5,0,"2024-01-15","MS-F-5008305-12300-20231223","12300 - Alagamentos","Registro",0,12300,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-06","ES-F-3203205-13214-20231219","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2201903,961.2000000000006,"BOM JESUS","SC",2526,0,0,0,0,0,0,"2024-02-28","SC-F-4202537-13213-20231116","13213 - Tempestade Local/Convectiva - Granizo","Registro",39,13213,2024
4209003,1148.600000000002,"JOACABA","SC",27005,0,0,0,6,6,0,"2024-04-25","SC-F-4209003-13214-20231116","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-06","ES-F-3203205-13214-20231027","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
2103505,,"COLINAS","RS",2420,0,0,0,0,0,0,"2024-01-18","RS-F-4305587-13215-20231016","13215 - Tempestade Local/Convectiva - Vendaval","Registro",2420,13215,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-14","ES-F-3203205-13215-20230928","13215 - Tempestade Local/Convectiva - Vendaval","Registro",0,13215,2024
3203205,1128.2000000000019,"LINHARES","ES",141254,0,0,0,0,0,0,"2024-03-06","ES-F-3203205-13214-20230915","13214 - Tempestade Local/Convectiva - Chuvas Intensas","Registro",0,13214,2024
