arquivo,estacao,uf,latitude,longitude
INMET_N_AM_A120_AUTAZES_01-01-2024_A_31-12-2024.CSV,AUTAZES,AM,-3.58333333,-59.12944443
INMET_NE_AL_A353_ARAPIRACA_01-01-2024_A_31-12-2024.CSV,ARAPIRACA,AL,-9.80444444,-36.61916666
INMET_SE_MG_A513_OURO BRANCO_01-01-2024_A_31-12-2024.CSV,OURO BRANCO,MG,-20.55666666,-43.75611111
INMET_SE_MG_A528_TRES MARIAS_01-01-2024_A_31-12-2024.CSV,TRES MARIAS,MG,-18.200855,-45.459836
INMET_NE_SE_A451_ITABAIANA_01-01-2024_A_31-12-2024.CSV,ITABAIANA,SE,-10.67166666,-37.47138888
INMET_N_AM_A123_PARINTINS_01-01-2024_A_31-12-2024.CSV,PARINTINS,AM,-2.63916666,-56.75611111
INMET_CO_GO_A022_GOIANESIA_01-01-2024_A_31-12-2024.CSV,GOIANESIA,GO,-15.22027777,-48.98999999
INMET_N_AP_A242_OIAPOQUE_01-01-2024_A_31-12-2024.CSV,OIAPOQUE,AP,3.81361111,-51.8625
INMET_SE_MG_A521_BELO HORIZONTE (PAMPULHA)_01-01-2024_A_31-12-2024.CSV,BELO HORIZONTE (PAMPULHA),MG,-19.88388888,-43.96944443
INMET_NE_CE_A339_JAGUARUANA_01-01-2024_A_31-12-2024.CSV,JAGUARUANA,CE,-4.83777777,-37.69972221
INMET_NE_SE_A421_BREJO GRANDE_01-01-2024_A_31-12-2024.CSV,BREJO GRANDE,SE,-10.47388888,-36.48194443
INMET_N_PA_A229_TUCURUI_01-01-2024_A_31-12-2024.CSV,TUCURUI,PA,-3.82277777,-49.67499999
INMET_S_SC_A816_NOVO HORIZONTE_01-01-2024_A_31-12-2024.CSV,NOVO HORIZONTE,SC,-26.40638888,-52.85027777
INMET_CO_GO_A036_CRISTALINA_01-01-2024_A_31-12-2024.CSV,CRISTALINA,GO,-16.78499999,-47.61305555
INMET_NE_CE_A332_MORADA NOVA_01-01-2024_A_31-12-2024.CSV,MORADA NOVA,CE,-5.0911111,-38.36472222
INMET_CO_GO_A024_ALTO PARAISO DE GOIAS_01-01-2024_A_31-12-2024.CSV,ALTO PARAISO DE GOIAS,GO,-14.13305554,-47.52333332
INMET_N_AC_A137_MARECHAL THAUMATURGO_01-01-2024_A_31-12-2024.CSV,MARECHAL THAUMATURGO,AC,-8.95,-72.78666666
INMET_SE_MG_A526_MONTALVANIA_01-01-2024_A_31-12-2024.CSV,MONTALVANIA,MG,-14.40833333,-44.40416666
INMET_S_SC_A867_ARARANGUA_01-01-2024_A_31-12-2024.CSV,ARARANGUA,SC,-28.931353,-49.49792
INMET_NE_CE_A359_ITAPIPOCA_01-01-2024_A_31-12-2024.CSV,ITAPIPOCA,CE,-3.48416666,-39.5886111
INMET_S_RS_A804_SANTANA DO LIVRAMENTO_01-01-2024_A_31-12-2024.CSV,SANTANA DO LIVRAMENTO,RS,-30.75055555,-55.40138888
INMET_SE_ES_A622_PRESIDENTE KENNEDY_01-01-2024_A_31-12-2024.CSV,PRESIDENTE KENNEDY,ES,-21.10083333,-41.03944444
INMET_NE_PE_A328_SURUBIM_01-01-2024_A_31-12-2024.CSV,SURUBIM,PE,-7.83972221,-35.80111111
INMET_NE_BA_A434_AMARGOSA_01-01-2024_A_31-12-2024.CSV,AMARGOSA,BA,-13.00944444,-39.61694443
INMET_CO_MT_A910_APIACAS_01-01-2024_A_31-12-2024.CSV,APIACAS,MT,-9.56333333,-57.3936111
INMET_S_RS_A883_IBIRUBA_01-01-2024_A_31-12-2024.CSV,IBIRUBA,RS,-28.65333333,-53.11194444
INMET_SE_ES_A614_LINHARES_01-01-2024_A_31-12-2024.CSV,LINHARES,ES,-19.35694444,-40.0686111
INMET_CO_GO_A027_PARAUNA_01-01-2024_A_31-12-2024.CSV,PARAUNA,GO,-16.9625,-50.42555554
INMET_NE_PB_A333_SAO GONCALO_01-01-2024_A_31-12-2024.CSV,SAO GONCALO,PB,-6.835777,-38.311583
INMET_CO_MS_A731_MARACAJU_01-01-2024_A_31-12-2024.CSV,MARACAJU,MS,-21.60916666,-55.17749999
INMET_CO_MS_A721_DOURADOS_01-01-2024_A_31-12-2024.CSV,DOURADOS,MS,-22.19388888,-54.91138888
INMET_S_RS_A899_Santa Vitoria do Palmar - Barra do Chui_01-01-2024_A_31-12-2024.CSV,Santa Vitoria do Palmar - Barra do Chui,RS,-33.74222221,-53.37222221
INMET_SE_MG_A559_JANUARIA_01-01-2024_A_31-12-2024.CSV,JANUARIA,MG,-15.44805555,-44.36638888
INMET_SE_MG_A541_CAPELINHA_01-01-2024_A_31-12-2024.CSV,CAPELINHA,MG,-17.70555555,-42.38916666
INMET_CO_MT_A915_PARANATINGA_01-01-2024_A_31-12-2024.CSV,PARANATINGA,MT,-14.42138888,-54.0361111
INMET_CO_MS_A752_ITAQUIRAI_01-01-2024_A_31-12-2024.CSV,ITAQUIRAI,MS,-23.44944444,-54.18194443
INMET_S_RS_A878_MOSTARDAS_01-01-2024_A_31-12-2024.CSV,MOSTARDAS,RS,-31.24833333,-50.90638888
INMET_S_SC_A860_CURITIBANOS_01-01-2024_A_31-12-2024.CSV,CURITIBANOS,SC,-27.2886111,-50.60416666
INMET_CO_GO_A014_GOIAS_01-01-2024_A_31-12-2024.CSV,GOIAS,GO,-15.93972221,-50.14138888
INMET_SE_RJ_A602_RIO DE JANEIRO-MARAMBAIA_01-01-2024_A_31-12-2024.CSV,RIO DE JANEIRO-MARAMBAIA,RJ,-23.05027777,-43.59555555
INMET_CO_MS_A751_SETE QUEDAS_01-01-2024_A_31-12-2024.CSV,SETE QUEDAS,MS,-23.96694443,-55.02416666
INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,CHAPECO,SC,-27.0853111,-52.6357111
INMET_N_PA_A230_SERRA DOS CARAJAS_01-01-2024_A_31-12-2024.CSV,SERRA DOS CARAJAS,PA,-6.07749999,-50.14222221
INMET_NE_PI_A375_BAIXA GRANDE DO RIBEIRO_01-01-2024_A_31-12-2024.CSV,BAIXA GRANDE DO RIBEIRO,PI,-8.333531,-45.094625
INMET_SE_MG_A506_MONTES CLAROS_01-01-2024_A_31-12-2024.CSV,MONTES CLAROS,MG,-16.68638888,-43.84388888
INMET_NE_BA_A436_QUEIMADAS_01-01-2024_A_31-12-2024.CSV,QUEIMADAS,BA,-10.98472221,-39.61694443
INMET_SE_MG_A524_FORMIGA_01-01-2024_A_31-12-2024.CSV,FORMIGA,MG,-20.455,-45.45388888
INMET_SE_SP_A726_PIRACICABA_01-01-2024_A_31-12-2024.CSV,PIRACICABA,SP,-22.70305555,-47.62333332
INMET_SE_SP_A770_SAO SIMAO_01-01-2024_A_31-12-2024.CSV,SAO SIMAO,SP,-21.46111111,-47.57944443
INMET_SE_SP_A728_TAUBATE_01-01-2024_A_31-12-2024.CSV,TAUBATE,SP,-23.04166666,-45.52083332
INMET_S_RS_A856_PALMEIRA DAS MISSOES_01-01-2024_A_31-12-2024.CSV,PALMEIRA DAS MISSOES,RS,-27.92027777,-53.31805554
INMET_SE_MG_A555_IBIRITE (ROLA MOCA)_01-01-2024_A_31-12-2024.CSV,IBIRITE (ROLA MOCA),MG,-20.03138888,-44.01111111
INMET_SE_ES_A632_MARILANDIA_01-01-2024_A_31-12-2024.CSV,MARILANDIA,ES,-19.40722222,-40.53972221
INMET_N_TO_A020_PEDRO AFONSO_01-01-2024_A_31-12-2024.CSV,PEDRO AFONSO,TO,-8.9686111,-48.17722221
INMET_N_AM_A101_MANAUS_01-01-2024_A_31-12-2024.CSV,MANAUS,AM,-3.10333333,-60.01638888
INMET_CO_GO_A034_CATALAO_01-01-2024_A_31-12-2024.CSV,CATALAO,GO,-18.154779,-47.927614
INMET_CO_MT_A919_COTRIGUACU_01-01-2024_A_31-12-2024.CSV,COTRIGUACU,MT,-9.90638888,-58.57222221
INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2024_A_31-12-2024.CSV,CONCEICAO DO ARAGUAIA,PA,-8.30361111,-49.28277777
INMET_SE_MG_A523_PATROCINIO_01-01-2024_A_31-12-2024.CSV,PATROCINIO,MG,-18.99666666,-46.98583333
INMET_NE_BA_A422_ABROLHOS_01-01-2024_A_31-12-2024.CSV,ABROLHOS,BA,-17.96305555,-38.70333333
INMET_NE_BA_A413_FEIRA DE SANTANA_01-01-2024_A_31-12-2024.CSV,FEIRA DE SANTANA,BA,-12.1961111,-38.96749999
INMET_NE_PE_A350_SERRA TALHADA_01-01-2024_A_31-12-2024.CSV,SERRA TALHADA,PE,-7.95416666,-38.29499999
INMET_N_PA_A247_XINGUARA_01-01-2024_A_31-12-2024.CSV,XINGUARA,PA,-7.11055555,-49.9261111
INMET_N_AM_A117_COARI_01-01-2024_A_31-12-2024.CSV,COARI,AM,-4.09749999,-63.14527777
INMET_S_RS_A833_SANTIAGO_01-01-2024_A_31-12-2024.CSV,SANTIAGO,RS,-29.191599,-54.885653
INMET_S_RS_A893_ENCRUZILHADA DO SUL_01-01-2024_A_31-12-2024.CSV,ENCRUZILHADA DO SUL,RS,-30.54305555,-52.52472221
INMET_N_PA_A212_PARAGOMINAS_01-01-2024_A_31-12-2024.CSV,PARAGOMINAS,PA,-2.90055555,-47.49499999
INMET_CO_MT_A934_ALTO TAQUARI_01-01-2024_A_31-12-2024.CSV,ALTO TAQUARI,MT,-17.8411111,-53.28944444
INMET_SE_SP_A740_SAO LUIZ DO PARAITINGA_01-01-2024_A_31-12-2024.CSV,SAO LUIZ DO PARAITINGA,SP,-23.22833332,-45.41694443
INMET_S_PR_B803_CAMPINA DA LAGOA_01-01-2024_A_31-12-2024.CSV,CAMPINA DA LAGOA,PR,-24.57083332,-52.80027777
INMET_CO_DF_A046_GAMA (PONTE ALTA)_01-01-2024_A_31-12-2024.CSV,GAMA (PONTE ALTA),DF,-15.93527777,-48.13749999
INMET_N_PA_A254_REDENCAO_01-01-2024_A_31-12-2024.CSV,REDENCAO,PA,-8.04333333,-50.00694444
INMET_SE_MG_A551_RIO PARDO DE MINAS_01-01-2024_A_31-12-2024.CSV,RIO PARDO DE MINAS,MG,-15.72305554,-42.43583333
INMET_NE_PI_A361_CASTELO DO PIAUI_01-01-2024_A_31-12-2024.CSV,CASTELO DO PIAUI,PI,-5.34916666,-41.51222222
INMET_CO_GO_A003_MORRINHOS_01-01-2024_A_31-12-2024.CSV,MORRINHOS,GO,-17.74499999,-49.10166666
INMET_CO_MS_A720_COXIM_01-01-2024_A_31-12-2024.CSV,COXIM,MS,-18.51222222,-54.7361111
INMET_CO_MS_A742_CASSILANDIA_01-01-2024_A_31-12-2024.CSV,CASSILANDIA,MS,-19.12249999,-51.72083332
INMET_NE_MA_A206_CHAPADINHA_01-01-2024_A_31-12-2024.CSV,CHAPADINHA,MA,-3.74277777,-43.35222222
INMET_NE_AL_A371_PIRANHAS_01-01-2024_A_31-12-2024.CSV,PIRANHAS,AL,-9.62222221,-37.76722221
INMET_NE_PE_A351_FLORESTA_01-01-2024_A_31-12-2024.CSV,FLORESTA,PE,-8.59888888,-38.58416666
INMET_NE_MA_A255_ZE DOCA_01-01-2024_A_31-12-2024.CSV,ZE DOCA,MA,-3.26916666,-45.65111111
INMET_N_AM_A119_MANACAPURU_01-01-2024_A_31-12-2024.CSV,MANACAPURU,AM,-3.29472221,-60.62833332
INMET_CO_GO_A032_MONTE ALEGRE DE GOIAS_01-01-2024_A_31-12-2024.CSV,MONTE ALEGRE DE GOIAS,GO,-13.25361111,-46.89027777
INMET_SE_MG_A522_SERRA DOS AIMORES_01-01-2024_A_31-12-2024.CSV,SERRA DOS AIMORES,MG,-17.79888888,-40.25
INMET_NE_MA_A220_BACABAL_01-01-2024_A_31-12-2024.CSV,BACABAL,MA,-4.24305555,-44.79499999
INMET_S_SC_A863_ITUPORANGA_01-01-2024_A_31-12-2024.CSV,ITUPORANGA,SC,-27.41833332,-49.64694444
INMET_N_AP_A244_PORTO GRANDE_01-01-2024_A_31-12-2024.CSV,PORTO GRANDE,AP,.69416666,-51.40388888
INMET_SE_SP_A755_BARUERI_01-01-2024_A_31-12-2024.CSV,BARUERI,SP,-23.52388888,-46.86944443
INMET_CO_MS_A704_TRES LAGOAS_01-01-2024_A_31-12-2024.CSV,TRES LAGOAS,MS,-20.79499999,-51.71333333
INMET_N_AP_A249_MACAPA_01-01-2024_A_31-12-2024.CSV,MACAPA,AP,.03499999,-51.08888888
INMET_SE_MG_A564_DIVINOPOLIS_01-01-2024_A_31-12-2024.CSV,DIVINOPOLIS,MG,-20.17333332,-44.87499999
INMET_N_RR_A135_BOA VISTA_01-01-2024_A_31-12-2024.CSV,BOA VISTA,RR,2.81694443,-60.69083333
INMET_S_PR_A820_MAL. CANDIDO RONDON_01-01-2024_A_31-12-2024.CSV,MAL. CANDIDO RONDON,PR,-24.53333333,-54.01916666
INMET_N_RO_A939_CACOAL_01-01-2024_A_31-12-2024.CSV,CACOAL,RO,-11.44583333,-61.43416666
INMET_NE_PE_A366_OURICURI_01-01-2024_A_31-12-2024.CSV,OURICURI,PE,-7.88583333,-40.10277777
INMET_S_SC_A848_DIONISIO CERQUEIRA_01-01-2024_A_31-12-2024.CSV,DIONISIO CERQUEIRA,SC,-26.286562,-53.633114
INMET_CO_GO_A033_PIRES DO RIO_01-01-2024_A_31-12-2024.CSV,PIRES DO RIO,GO,-17.30416666,-48.28416666
INMET_CO_GO_A031_SAO MIGUEL DO ARAGUAIA_01-01-2024_A_31-12-2024.CSV,SAO MIGUEL DO ARAGUAIA,GO,-12.82055554,-50.33583333
INMET_S_RS_A831_QUARAI_01-01-2024_A_31-12-2024.CSV,QUARAI,RS,-30.368578,-56.437115
INMET_CO_MS_A709_IVINHEMA_01-01-2024_A_31-12-2024.CSV,IVINHEMA,MS,-22.30055555,-53.82277777
INMET_SE_SP_A718_RANCHARIA_01-01-2024_A_31-12-2024.CSV,RANCHARIA,SP,-22.37277777,-50.97472221
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024.CSV,PORTO ALEGRE- BELEM NOVO,RS,-30.1861111,-51.17805554
INMET_SE_MG_A515_VARGINHA_01-01-2024_A_31-12-2024.CSV,VARGINHA,MG,-21.56638888,-45.40416666
INMET_CO_MS_A758_JARDIM_01-01-2024_A_31-12-2024.CSV,JARDIM,MS,-21.4786111,-56.13777777
INMET_S_PR_A823_INACIO MARTINS_01-01-2024_A_31-12-2024.CSV,INACIO MARTINS,PR,-25.567879,-51.077946
INMET_S_PR_A825_GOIOERE_01-01-2024_A_31-12-2024.CSV,GOIOERE,PR,-24.18388888,-53.04888888
INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2024_A_31-12-2024.CSV,ALVORADA DO GURGUEIA,PI,-8.37638888,-43.85944444
INMET_SE_MG_A525_SACRAMENTO_01-01-2024_A_31-12-2024.CSV,SACRAMENTO,MG,-19.87527777,-47.43416666
INMET_SE_SP_A747_PRADOPOLIS_01-01-2024_A_31-12-2024.CSV,PRADOPOLIS,SP,-21.33833333,-48.11388888
INMET_NE_PB_A321_PATOS_01-01-2024_A_31-12-2024.CSV,PATOS,PB,-7.07972221,-37.27277777
INMET_S_PR_A822_NOVA TEBAS_01-01-2024_A_31-12-2024.CSV,NOVA TEBAS,PR,-24.43388888,-51.95388888
INMET_NE_SE_A453_NOSSA SENHORA DA GLORIA_01-01-2024_A_31-12-2024.CSV,NOSSA SENHORA DA GLORIA,SE,-10.20777777,-37.43194443
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024.CSV,ERECHIM,RS,-27.65777777,-52.30583333
INMET_NE_PI_A335_PIRIPIRI_01-01-2024_A_31-12-2024.CSV,PIRIPIRI,PI,-4.2761111,-41.79444444
INMET_S_SC_A868_ITAJAI_01-01-2024_A_31-12-2024.CSV,ITAJAI,SC,-26.95083333,-48.76194444
INMET_CO_MS_A710_PARANAIBA_01-01-2024_A_31-12-2024.CSV,PARANAIBA,MS,-19.69555555,-51.18166666
INMET_NE_SE_A417_ITABAIANINHA_01-01-2024_A_31-12-2024.CSV,ITABAIANINHA,SE,-11.27249999,-37.79499999
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024.CSV,FREDERICO WESTPHALEN,RS,-27.39555555,-53.42944443
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024.CSV,SAO BORJA,RS,-28.65,-56.01638888
INMET_NE_BA_A427_PORTO SEGURO_01-01-2024_A_31-12-2024.CSV,PORTO SEGURO,BA,-16.38888888,-39.18249999
INMET_SE_MG_A511_TIMOTEO_01-01-2024_A_31-12-2024.CSV,TIMOTEO,MG,-19.57388888,-42.62249999
INMET_CO_MT_A902_TANGARA DA SERRA_01-01-2024_A_31-12-2024.CSV,TANGARA DA SERRA,MT,-14.65,-57.43166666
INMET_N_TO_A052_SANTA ROSA DO TOCANTINS_01-01-2024_A_31-12-2024.CSV,SANTA ROSA DO TOCANTINS,TO,-11.42888888,-48.18499999
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024.CSV,PORTO ALEGRE - JARDIM BOTANICO,RS,-30.05361111,-51.17472221
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024.CSV,CAMAQUA,RS,-30.80805555,-51.83416666
INMET_SE_MG_A514_SAO JOAO DEL REI_01-01-2024_A_31-12-2024.CSV,SAO JOAO DEL REI,MG,-21.10638888,-44.25083333
INMET_CO_MS_A756_AGUA CLARA_01-01-2024_A_31-12-2024.CSV,AGUA CLARA,MS,-20.44444444,-52.87583332
INMET_N_PA_A231_ITAITUBA_01-01-2024_A_31-12-2024.CSV,ITAITUBA,PA,-4.27694443,-55.99305555
INMET_NE_BA_A423_REMANSO_01-01-2024_A_31-12-2024.CSV,REMANSO,BA,-9.62555554,-42.07722221
INMET_SE_MG_A549_AGUAS VERMELHAS_01-01-2024_A_31-12-2024.CSV,AGUAS VERMELHAS,MG,-15.75166666,-41.45777777
INMET_N_AM_A133_MANICORE_01-01-2024_A_31-12-2024.CSV,MANICORE,AM,-5.7886111,-61.28833333
INMET_NE_RN_A317_MACAU_01-01-2024_A_31-12-2024.CSV,MACAU,RN,-5.15111111,-36.57305554
INMET_SE_SP_A735_JOSE BONIFACIO_01-01-2024_A_31-12-2024.CSV,JOSE BONIFACIO,SP,-21.08555555,-49.92027777
INMET_NE_PI_A364_GILBUES_01-01-2024_A_31-12-2024.CSV,GILBUES,PI,-9.87527777,-45.34583333
INMET_N_TO_A010_PARANA_01-01-2024_A_31-12-2024.CSV,PARANA,TO,-12.615,-47.87194443
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024.CSV,TRAMANDAI,RS,-30.01027777,-50.13583333
INMET_NE_PB_A310_AREIA_01-01-2024_A_31-12-2024.CSV,AREIA,PB,-6.975451,-35.718128
INMET_NE_BA_A447_BELMONTE_01-01-2024_A_31-12-2024.CSV,BELMONTE,BA,-16.08805555,-39.21527777
INMET_N_TO_A049_COLINAS DO TOCANTINS_01-01-2024_A_31-12-2024.CSV,COLINAS DO TOCANTINS,TO,-8.092708,-48.478605
INMET_N_PA_A202_CASTANHAL_01-01-2024_A_31-12-2024.CSV,CASTANHAL,PA,-1.30083333,-47.94805555
INMET_NE_BA_A418_BOM JESUS DA LAPA_01-01-2024_A_31-12-2024.CSV,BOM JESUS DA LAPA,BA,-13.25111111,-43.40527777
INMET_SE_SP_A727_LINS_01-01-2024_A_31-12-2024.CSV,LINS,SP,-21.66611111,-49.73472221
INMET_SE_RJ_A652_RIO DE JANEIRO - FORTE DE COPACABANA_01-01-2024_A_31-12-2024.CSV,RIO DE JANEIRO - FORTE DE COPACABANA,RJ,-22.98833333,-43.19055555
INMET_SE_MG_A552_SALINAS_01-01-2024_A_31-12-2024.CSV,SALINAS,MG,-16.16027777,-42.31027777
INMET_CO_MT_A922_VILA BELA DA SANTISSIMA TRINDADE_01-01-2024_A_31-12-2024.CSV,VILA BELA DA SANTISSIMA TRINDADE,MT,-15.06277777,-59.87305554
INMET_SE_MG_A545_PIRAPORA_01-01-2024_A_31-12-2024.CSV,PIRAPORA,MG,-17.258064,-44.835556
INMET_NE_BA_A433_BRUMADO_01-01-2024_A_31-12-2024.CSV,BRUMADO,BA,-14.18194443,-41.67222221
INMET_NE_MA_A205_CAROLINA_01-01-2024_A_31-12-2024.CSV,CAROLINA,MA,-7.33722221,-47.45972222
INMET_SE_ES_A631_ECOPORANGA_01-01-2024_A_31-12-2024.CSV,ECOPORANGA,ES,-18.29138888,-40.73638888
INMET_SE_MG_A534_AIMORES_01-01-2024_A_31-12-2024.CSV,AIMORES,MG,-19.53277777,-41.09083333
INMET_NE_PB_A348_CABACEIRAS_01-01-2024_A_31-12-2024.CSV,CABACEIRAS,PB,-7.48333333,-36.28638888
INMET_N_TO_A055_LAGOA DA CONFUSAO_01-01-2024_A_31-12-2024.CSV,LAGOA DA CONFUSAO,TO,-10.828286,-49.847882
INMET_CO_MT_A907_RONDONOPOLIS_01-01-2024_A_31-12-2024.CSV,RONDONOPOLIS,MT,-16.4625,-54.58027777
INMET_CO_MT_A924_ALTA FLORESTA_01-01-2024_A_31-12-2024.CSV,ALTA FLORESTA,MT,-10.07722221,-56.17916666
INMET_CO_MS_A722_MIRANDA_01-01-2024_A_31-12-2024.CSV,MIRANDA,MS,-20.39555555,-56.43166666
INMET_NE_SE_A419_POCO VERDE_01-01-2024_A_31-12-2024.CSV,POCO VERDE,SE,-10.73805555,-38.10833333
INMET_N_PA_A236_CAMETA_01-01-2024_A_31-12-2024.CSV,CAMETA,PA,-2.23972221,-49.49972221
INMET_NE_PE_A349_IBIMIRIM_01-01-2024_A_31-12-2024.CSV,IBIMIRIM,PE,-8.50944444,-37.71166666
INMET_NE_RN_A340_APODI_01-01-2024_A_31-12-2024.CSV,APODI,RN,-5.62666666,-37.815
INMET_SE_MG_A519_CAMPINA VERDE_01-01-2024_A_31-12-2024.CSV,CAMPINA VERDE,MG,-19.53921,-49.518133
INMET_N_PA_A234_TUCUMA_01-01-2024_A_31-12-2024.CSV,TUCUMA,PA,-6.74333333,-51.14194444
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024.CSV,URUGUAIANA,RS,-29.83999999,-57.08194443
INMET_CO_MT_A904_SORRISO_01-01-2024_A_31-12-2024.CSV,SORRISO,MT,-12.555,-55.72277777
INMET_NE_BA_A404_LUIZ EDUARDO MAGALHAES_01-01-2024_A_31-12-2024.CSV,LUIZ EDUARDO MAGALHAES,BA,-12.1525,-45.82972221
INMET_NE_BA_A424_IRECE_01-01-2024_A_31-12-2024.CSV,IRECE,BA,-11.32888888,-41.86444444
INMET_CO_GO_A012_LUZIANIA_01-01-2024_A_31-12-2024.CSV,LUZIANIA,GO,-16.26055555,-47.96694443
INMET_NE_BA_A412_MACAJUBA_01-01-2024_A_31-12-2024.CSV,MACAJUBA,BA,-12.13166666,-40.35416666
INMET_CO_MT_A931_SANTO ANTONIO DO LESTE_01-01-2024_A_31-12-2024.CSV,SANTO ANTONIO DO LESTE,MT,-14.92499999,-53.88444444
INMET_NE_CE_A306_SOBRAL_01-01-2024_A_31-12-2024.CSV,SOBRAL,CE,-3.74805555,-40.34583333
INMET_SE_MG_A567_MACHADO_01-01-2024_A_31-12-2024.CSV,MACHADO,MG,-21.68083332,-45.94444444
INMET_NE_BA_A426_GUANAMBI_01-01-2024_A_31-12-2024.CSV,GUANAMBI,BA,-14.20805555,-42.74972221
INMET_CO_MT_A927_BRASNORTE (NOVO MUNDO)_01-01-2024_A_31-12-2024.CSV,BRASNORTE (NOVO MUNDO),MT,-12.52194443,-58.23138888
INMET_CO_MT_A932_GUIRATINGA_01-01-2024_A_31-12-2024.CSV,GUIRATINGA,MT,-16.34166666,-53.76611111
INMET_NE_MA_A221_BARRA DO CORDA_01-01-2024_A_31-12-2024.CSV,BARRA DO CORDA,MA,-5.50666666,-45.23694444
INMET_SE_SP_A733_JALES_01-01-2024_A_31-12-2024.CSV,JALES,SP,-20.165,-50.59499999
INMET_NE_RN_A344_CALCANHAR_01-01-2024_A_31-12-2024.CSV,CALCANHAR,RN,-5.16,-35.48749999
INMET_CO_GO_A056_CRISTALINA (FAZENDA SANTA MONICA)_01-01-2024_A_31-12-2024.CSV,CRISTALINA (FAZENDA SANTA MONICA),GO,-16.39944444,-47.62583332
INMET_SE_MG_A510_VICOSA_01-01-2024_A_31-12-2024.CSV,VICOSA,MG,-20.762607,-42.864013
INMET_SE_MG_A540_MANTENA_01-01-2024_A_31-12-2024.CSV,MANTENA,MG,-18.78062,-40.986505
INMET_NE_BA_A455_ITAMARAJU_01-01-2024_A_31-12-2024.CSV,ITAMARAJU,BA,-17.00694444,-39.55805555
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024.CSV,CAPAO DO LEAO (PELOTAS),RS,-31.8025,-52.40722222
INMET_NE_CE_A358_JAGUARIBE_01-01-2024_A_31-12-2024.CSV,JAGUARIBE,CE,-5.90555555,-38.62777777
INMET_NE_CE_A342_CRATEUS_01-01-2024_A_31-12-2024.CSV,CRATEUS,CE,-5.18666666,-40.67222221
INMET_CO_MS_A754_SIDROLANDIA_01-01-2024_A_31-12-2024.CSV,SIDROLANDIA,MS,-20.98166666,-54.97194443
INMET_NE_BA_A448_CURACA_01-01-2024_A_31-12-2024.CSV,CURACA,BA,-9.00138888,-39.9125
INMET_CO_MT_A906_GUARANTA DO NORTE_01-01-2024_A_31-12-2024.CSV,GUARANTA DO NORTE,MT,-9.9525,-54.89777777
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024.CSV,SAO JOSE DOS AUSENTES,RS,-28.7486111,-50.05777777
