Estacao,AnoMes,Precipitacao
INMET_S_RS_A831_QUARAI_01-01-2024_A_31-12-2024,2024-11,13.4
INMET_S_RS_A831_QUARAI_01-01-2024_A_31-12-2024,2024-12,45.2
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-01,77.6
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-02,131.2
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-03,27.6
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-04,31.6
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-05,46.6
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-06,40.4
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-07,17.8
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-08,77.8
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-09,5.0
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-10,81.2
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-11,66.4
INMET_S_RS_B807_PORTO ALEGRE- BELEM NOVO_01-01-2024_A_31-12-2024,2024-12,70.0
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-01,4.4
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-02,258.4
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-03,31.0
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-04,77.6
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-05,29.2
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-06,12.8
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-07,224.0
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-08,84.39999999999999
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-09,68.0
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-10,13.8
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-11,96.4
INMET_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024,2024-12,29.599999999999998
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-01,0.2
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-02,230.8
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-03,25.200000000000003
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-04,87.2
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-05,21.0
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-06,23.2
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-07,230.4
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-08,63.8
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-09,55.8
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-10,17.0
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-11,122.2
INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2024_A_31-12-2024,2024-12,24.0
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-01,3.8
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-02,39.599999999999994
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-03,0.2
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-04,48.2
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-05,24.0
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-06,2.2
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-07,120.2
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-08,74.0
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-09,45.199999999999996
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-10,33.0
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-11,28.8
INMET_S_RS_A830_SAO BORJA_01-01-2024_A_31-12-2024,2024-12,51.2
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-01,90.2
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-02,181.79999999999998
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-03,19.2
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-04,34.6
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-05,57.199999999999996
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-06,30.8
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-07,37.0
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-08,73.8
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-09,3.6
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-10,61.2
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-11,55.800000000000004
INMET_S_RS_A801_PORTO ALEGRE - JARDIM BOTANICO_01-01-2024_A_31-12-2024,2024-12,78.60000000000001
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-01,158.8
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-02,72.4
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-03,5.0
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-04,84.6
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-05,22.2
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-06,55.199999999999996
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-07,17.400000000000002
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-08,31.8
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-09,7.6000000000000005
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-10,27.0
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-11,25.0
INMET_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024,2024-12,29.0
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-01,44.8
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-02,67.4
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-03,23.0
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-04,38.6
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-05,69.2
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-06,14.4
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-07,9.0
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-08,54.4
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-09,5.8
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-10,72.0
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-11,38.0
INMET_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024,2024-12,82.2
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-01,91.0
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-02,6.199999999999999
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-03,40.6
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-04,72.0
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-05,2.8000000000000003
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-06,35.4
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-07,85.6
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-08,70.8
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-09,66.8
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-10,25.2
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-11,12.4
INMET_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024,2024-12,28.2
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-01,142.0
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-02,38.8
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-03,8.4
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-04,59.4
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-05,38.6
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-06,67.60000000000001
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-07,107.4
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-08,37.199999999999996
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-09,12.200000000000001
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-10,36.6
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-11,100.6
INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_01-01-2024_A_31-12-2024,2024-12,38.0
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-01,6.0
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-02,81.2
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-03,8.0
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-04,16.6
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-05,38.4
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-06,24.2
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-07,74.2
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-08,32.4
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-09,36.2
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-10,16.0
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-11,72.2
INMET_S_RS_A829_SAO JOSE DOS AUSENTES_01-01-2024_A_31-12-2024,2024-12,15.0
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-01,96.2
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-02,184.8
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-03,9.6
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-04,99.2
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-05,25.6
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-06,18.6
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-07,115.4
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-08,65.4
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-09,51.8
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-10,19.8
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-11,42.2
INMET_S_RS_A853_CRUZ ALTA_01-01-2024_A_31-12-2024,2024-12,41.4
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-01,113.4
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-02,32.4
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-03,21.0
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-04,99.2
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-05,21.2
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-06,39.8
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-07,80.4
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-08,35.8
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-09,11.200000000000001
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-10,33.6
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-11,140.79999999999998
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024,2024-12,27.400000000000002
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-01,98.60000000000001
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-02,117.0
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-03,79.0
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-04,38.8
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-05,39.4
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-06,5.8
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-07,71.4
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-08,55.0
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-09,11.8
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-10,66.6
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-11,66.2
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024,2024-12,117.2
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-01,166.0
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-02,39.800000000000004
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-03,10.0
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-04,60.0
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-05,17.6
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-06,63.2
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-07,76.0
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-08,25.0
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-09,8.200000000000001
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-10,28.400000000000002
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-11,33.6
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024,2024-12,40.4
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-01,7.8
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-02,179.0
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-03,10.0
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-04,66.2
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-05,23.4
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-06,28.0
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-07,176.2
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-08,45.8
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-09,42.8
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-10,31.6
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-11,37.8
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024,2024-12,33.4
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-01,199.2
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-02,38.4
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-03,19.8
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-04,99.8
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-05,2.2
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-06,80.8
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-07,51.8
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-08,22.400000000000002
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-09,8.200000000000001
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-10,19.0
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-11,109.8
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024,2024-12,51.4
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-01,92.6
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-02,159.4
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-03,45.2
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-04,99.0
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-05,39.2
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-06,34.8
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-07,104.0
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-08,65.8
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-09,16.8
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-10,41.4
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-11,51.2
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024,2024-12,90.4
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-01,90.8
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-02,172.0
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-03,34.2
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-04,63.6
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-05,52.0
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-06,29.8
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-07,42.0
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-08,49.6
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-09,22.2
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-10,102.2
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-11,136.6
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024,2024-12,143.0
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-01,57.599999999999994
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-02,199.4
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-03,14.6
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-04,174.4
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-05,49.4
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-06,9.8
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-07,184.6
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-08,89.0
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-09,43.6
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-10,11.6
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-11,31.0
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024,2024-12,33.0
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-01,52.8
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-02,40.2
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-03,36.2
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-04,69.4
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-05,5.800000000000001
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-06,37.6
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-07,106.4
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-08,35.4
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-09,50.8
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-10,24.0
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-11,21.0
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024,2024-12,28.0
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-01,37.6
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-02,301.0
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-03,9.200000000000001
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-04,48.800000000000004
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-05,63.0
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-06,23.6
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-07,157.8
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-08,13.6
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-09,46.4
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-10,15.2
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-11,25.6
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024,2024-12,1.2000000000000002
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-01,93.4
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-02,126.4
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-03,26.0
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-04,37.0
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-05,66.8
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-06,20.6
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-07,27.8
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-08,42.800000000000004
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-09,8.6
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-10,42.4
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-11,89.4
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024,2024-12,86.6
